,name,gender,power1,power2,power3,power4,power5,series_name,volume_name,genre,poss,mod
121,Leerin,she/her,0.2916666666666667,0.29411764705882354,0.05555555555555555,-0.1,0.3225806451612903,Chrome_Shelled_Regios,Volume9,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'hand': 1, 'eye': 2, 'face': 3, 'study': 1, 'school': 1, 'exam': 1, 'shoulder': 1, 'goal': 1, 'problem': 1, 'rent': 1, 'speed': 1, 'word': 1, 'faint': 1, 'inability': 1, 'right': 1, 'friend': 1, 'head': 1, 'bedside': 1, 'journey': 1, 'ear': 1, 'tear': 1, 'encounter': 1, 'pupil': 1, 'fate': 1, 'age': 1, 'instruction': 1, 'permission': 1, 'trouble': 1, 'side': 1, 'letter': 1, 'Majesty': 1, 'visit': 1, 'figure': 1, 'step': 1, 'way': 1, 'action': 1, 'eyeball': 1, 'mind': 1, 'mask': 1, 'those': 1}","{'adaptable': 1, 'young': 1, 'old': 1, 'different': 1, 'right': 1, 'alone': 1, 'wrong': 1, 'tired': 1, 'sad': 1, 'bother': 1, 'cautious': 1, 'strange': 1}"
122,Felli,she/her,0.0,0.10666666666666667,0.0,0.45454545454545453,0.0625,Chrome_Shelled_Regios,Volume9,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'stomach': 4, 'voice': 4, 'hand': 3, 'time': 3, 'flake': 3, 'jacket': 2, 'swimsuit': 2, 'feeling': 2, 'reaction': 1, 'back': 1, 'mouth': 1, 'breast': 1, 'waist': 1, 'more': 1, 'foot': 1, 'weight': 1, 'leg': 1, 'strength': 1, 'step': 1, 'limit': 1, 'situation': 1, 'head': 1, 'hair': 1, 'side': 1, 'pajamas': 1, 'face': 1, 'father': 1, 'well': 1, 'arm': 1, 'thought': 1, 'word': 1, 'tone': 1, 'guidance': 1, 'report': 1, 'suggestion': 1}","{'one': 1, 'delicate': 1, 'indifferent': 1, 'psychokinesist': 1, 'right': 1, 'keen': 1, 'love': 1, 'beautiful': 1, 'angry': 1, 'healthy': 1}"
123,Sharnid,he/him/his,0.09333333333333334,/,0.0,/,0.0,Chrome_Shelled_Regios,Volume9,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'head': 4, 'swimsuit': 2, 'gaze': 2, 'forehead': 2, 'face': 2, 'hand': 1, 'question': 1, 'emotion': 1, 'word': 1, 'finger': 1, 'look': 1, 'intention': 1, 'mind': 1, 'arm': 1, 'shoulder': 1, 'concentration': 1, 'path': 1, 'situation': 1, 'brain': 1, 'watch': 1, 'life': 1, 'suggestion': 1, 'mood': 1, 'punishment': 1, 'shot': 1, 'bullet': 1, 'advice': 1}","{'serious': 1, 'same': 1, 'flippant': 1, 'type': 1}"
124,Zuellni,he/him/his,-1.0,0.0,0.5,0.07407407407407407,0.25,Chrome_Shelled_Regios,Volume9,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'artist': 3, 'multi': 3, 'power': 2, 'atmosphere': 1, 'circumstance': 1, 'department': 1, 'loss': 1, 'rampage': 1, 'streetscape': 1, 'shield': 1, 'growth': 1, 'strength': 1, 'madness': 1, 'student': 1}","{'different': 1, 'hot': 1}"
125,Savaris,he/him/his,/,-0.2,0.0,0.21052631578947367,0.17073170731707318,Chrome_Shelled_Regios,Volume9,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'brother': 2, 'name': 1, 'gaze': 1, 'fist': 1, 'turn': 1, 'eye': 1, 'arrival': 1, 'role': 1, 'palm': 1, 'attack': 1, 'heaven': 1}","{'doubtful': 1, 'curious': 1, 'psychokinesist': 1, 'tired': 1, 'happy': 1}"
126,Katana,he/him/his,/,-0.23076923076923078,-0.7272727272727273,/,-0.3333333333333333,Chrome_Shelled_Regios,Volume9,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'path': 1, 'style': 1, 'harness': 1, 'head': 1, 'helmet': 1, 'strength': 1, 'flow': 1, 'vein': 1}",{'tired': 1}
127,the Haikizoku,he/him/his,/,-0.25,/,0.09090909090909091,/,Chrome_Shelled_Regios,Volume9,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'brother': 2, 'mission': 1, 'hatred': 1, 'impatience': 1, 'gaze': 1, 'expectation': 1, 'pressure': 1, 'body': 1, 'help': 1, 'end': 1, 'side': 1}","{'poison': 1, 'enemy': 1, 'unstable': 1}"
128,Layfon,he/him/his,0.25316455696202533,0.3076923076923077,/,-1.0,0.13043478260869565,Chrome_Shelled_Regios,Volume1,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'head': 19, 'eye': 14, 'strength': 14, 'body': 14, 'sword': 10, 'hand': 3, 'face': 8, 'stomach': 8, 'gaze': 7, 'Kei': 6, 'back': 5, 'breath': 5, 'expression': 5, 'mouth': 5, 'image': 5, 'wrist': 1, 'heart': 5, 'brother': 5, 'word': 5, 'dite': 5, 'name': 4, 'forehead': 4, 'throat': 4, 'uniform': 4, 'chest': 4, 'mind': 4, 'clothe': 4, 'voice': 4, 'opponent': 4, 'arm': 3, 'lip': 3, 'stance': 3, 'foot': 1, 'partner': 3, 'consciousness': 3, 'reply': 3, 'shoulder': 3, 'ability': 3, 'Master': 3, 'well': 3, 'performance': 3, 'footstep': 2, 'opinion': 2, 'way': 2, 'door': 2, 'classroom': 2, 'sight': 2, 'win': 2, 'juice': 2, 'friend': 1, 'scholarship': 2, 'ear': 2, 'movement': 1, 'grip': 2, 'side': 2, 'situation': 2, 'nose': 2, 'knee': 2, 'sweat': 2, 'dormitory': 2, 'question': 2, 'all': 2, 'transmitter': 2, 'blade': 2, 'tooth': 2, 'leg': 2, 'vision': 2, 'past': 2, 'harness': 2, 'life': 2, 'breathe': 2, 'gratitude': 1, 'excuse': 1, 'eyebrow': 1, 'time': 1, 'job': 1, 'pay': 1, 'lack': 1, 'childhood': 1, 'self': 1, 'instinct': 1, 'resume': 1, 'height': 1, 'weight': 1, 'age': 1, 'leave': 1, 'arrival': 1, 'step': 1, 'study': 1, 'experience': 1, 'conversation': 1, 'own': 1, 'bag': 1, 'wallet': 1, 'expose': 1, 'attack': 1, 'request': 1, 'unease': 1, 'goal': 1, 'manner': 1, 'style': 1, 'finger': 1, 'hair': 1, 'day': 1, 'permit': 1, 'bucket': 1, 'vein': 1, 'sandwich': 1, 'parent': 1, 'suit': 1, 'mood': 1, 'waist': 1, 'bread': 1, 'title': 1, 'attention': 1, 'earpiece': 1, 'psychokinesis': 1, 'prediction': 1, 'balance': 1, 'speed': 1, 'limit': 1, 'set': 1, 'misunderstanding': 1, 'intuition': 1, 'skin': 1, 'weapon': 1, 'member': 1, 'admiration': 1, 'investigation': 1, 'family': 1, 'city': 1, 'talent': 1, 'progress': 1, 'detection': 1, 'emotion': 1, 'annoyance': 1, 'recklessness': 1, 'action': 1, 'palm': 1, 'desire': 1, 'power': 1, 'position': 1, 'team': 1, 'foolishness': 1, 'attacker': 1, 'clumsiness': 1, 'condition': 1, 'fee': 1, 'future': 1, 'enemy': 1, 'identity': 1, 'decision': 1, 'desk': 1, 'look': 1, 'bump': 1, 'tongue': 1, 'pretense': 1, 'interest': 1, 'level': 1, 'memory': 1, 'hiding': 1, 'successor': 1, 'deed': 1, 'method': 1, 'punishment': 1, 'confirmation': 1, 'anger': 1, 'aura': 1, 'destination': 1, 'room': 1, 'feel': 1, 'wound': 1, 'lie': 1, 'skill': 1, 'pocket': 1, 'chance': 1, 'silhouette': 1, 'location': 1, 'shadow': 1, 'line': 1, 'target': 1, 'information': 1, 'think': 1, 'shallow': 1, 'flesh': 1, 'system': 1, 'guide': 1, 'lung': 1}","{'sure': 7, 'about': 5, 'surprised': 4, 'orphan': 3, 'sorry': 3, 'tense': 2, 'right': 2, 'disgusting': 2, 'strong': 2, 'unable': 2, 'angry': 2, 'tired': 2, 'useless': 2, 'coward': 1, 'lucky': 1, 'grade': 1, 'shocked': 1, 'wrong': 1, 'lift': 1, 'determine': 1, 'senpai': 1, 'confused': 1, 'new': 1, 'fine': 1, 'fast': 1, 'aware': 1, 'close': 1, 'type': 1, 'distant': 1, 'happy': 1, 'satisfied': 1, 'small': 1, 'psychokinesist': 1, 'young': 1, 'kind': 1, 'keen': 1, 'careful': 1, 'irritated': 1, 'bad': 1, 'desperate': 1, 'jealous': 1, 'annoying': 1, 'person': 1, 'old': 1, 'speechless': 1, 'curious': 1, 'hungry': 1, 'successor': 1, 'use': 1, 'afraid': 1, 'amazing': 1, 'weak': 1, 'subordinate': 1, 'genius': 1}"
129,Nina,she/her,0.3492063492063492,0.2476190476190476,0.05555555555555555,0.1111111111111111,0.31683168316831684,Chrome_Shelled_Regios,Volume1,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'eye': 12, 'body': 12, 'face': 11, 'hand': 2, 'gaze': 7, 'whip': 6, 'shoulder': 5, 'Kei': 6, 'strength': 4, 'cheek': 4, 'expression': 1, 'mind': 4, 'voice': 4, 'hair': 3, 'head': 3, 'step': 3, 'arm': 2, 'transmitter': 3, 'order': 3, 'reaction': 3, 'attitude': 2, 'tooth': 2, 'mouth': 2, 'throat': 2, 'harness': 2, 'position': 2, 'familiarity': 2, 'right': 2, 'smile': 2, 'attack': 2, 'nose': 2, 'sandwich': 2, 'family': 2, 'parent': 1, 'opponent': 1, 'line': 2, 'side': 2, 'team': 2, 'forehead': 2, 'emotion': 1, 'word': 2, 'heart': 2, 'wrist': 1, 'breath': 2, 'troop': 2, 'attention': 2, 'wound': 2, 'consciousness': 2, 'brain': 2, 'member': 1, 'list': 1, 'hesitation': 1, 'eyebrow': 1, 'explanation': 1, 'stomach': 1, 'fault': 1, 'move': 1, 'weapon': 1, 'question': 1, 'chest': 1, 'way': 1, 'foot': 1, 'lip': 1, 'bottle': 1, 'drink': 1, 'lock': 1, 'bite': 1, 'funny': 1, 'glare': 1, 'time': 1, 'dad': 1, 'tea': 1, 'countenance': 1, 'toe': 1, 'laughter': 1, 'manner': 1, 'need': 1, 'fight': 1, 'refusal': 1, 'situation': 1, 'power': 1, 'type': 1, 'ability': 1, 'answer': 1, 'conversation': 1, 'reply': 1, 'footstep': 1, 'embarrassment': 1, 'well': 1, 'brother': 1, 'coordination': 1, 'pattern': 1, 'plan': 1, 'staff': 1, 'gesture': 1, 'target': 1, 'shoot': 1, 'determination': 1, 'surprise': 1, 'uniform': 1, 'own': 1, 'brow': 1, 'platoon': 1, 'anger': 1, 'ear': 1, 'concentration': 1, 'brush': 1, 'unease': 1, 'area': 1, 'accomplishment': 1, 'movement': 1, 'calculation': 1, 'confirmation': 1, 'outrage': 1, 'balance': 1, 'surrounding': 1, 'lack': 1, 'spirit': 1, 'horror': 1, 'fear': 1, 'eyelid': 1, 'standpoint': 1, 'station': 1, 'viewpoint': 1, 'be': 1, 'eardrum': 1, 'clock': 1, 'inexperience': 1, 'baton': 1, 'memory': 1, 'act': 1, 'stance': 1, 'strike': 1, 'spin': 1, 'scarlet': 1, 'finger': 1, 'think': 1, 'knee': 1, 'slip': 1, 'vision': 1, 'fate': 1, 'blood': 1, 'flow': 1, 'subordinate': 1, 'leave': 1, 'shyness': 1, 'pace': 1, 'search': 1}","{'able': 4, 'about': 3, 'sorry': 2, 'angry': 2, 'grateful': 1, 'orphan': 1, 'envious': 1, 'happy': 1, 'good': 1, 'type': 1, 'weightless': 1, 'sensitive': 1, 'impatient': 1, 'afraid': 1, 'calm': 1, 'determine': 1, 'one': 1, 'full': 1, 'well': 1, 'outraged': 1, 'sure': 1, 'incense': 1, 'satisfied': 1, 'reckless': 1, 'scared': 1, 'naive': 1, 'despicable': 1, 'larvae': 1, 'useless': 1, 'tense': 1, 'female': 1, 'right': 1}"
130,Meishen,she/her,0.3333333333333333,-0.4,0.22580645161290322,0.2307692307692307,0.0,Chrome_Shelled_Regios,Volume1,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'face': 5, 'eye': 4, 'head': 3, 'gaze': 2, 'cheek': 2, 'eyebrow': 2, 'body': 2, 'handkerchief': 1, 'appearance': 1, 'time': 1, 'spot': 1, 'look': 1, 'eat': 1, 'knee': 1, 'personality': 1, 'hand': 1, 'stature': 1, 'chest': 1, 'shyness': 1, 'expression': 1, 'composure': 1, 'finger': 1, 'behaviour': 1, 'goodwill': 1, 'shoulder': 1, 'biscuit': 1, 'passion': 1, 'thing': 1, 'consideration': 1, 'sweet': 1, 'action': 1, 'friend': 1}","{'shy': 3, 'ok': 2, 'right': 2, 'cute': 2, 'dirty': 1, 'unconvincing': 1, 'mean': 1, 'delicate': 1, 'small': 1, 'height': 1, 'beautiful': 1, 'about': 1, 'incredible': 1, 'strong': 1, 'alright': 1, 'hungry': 1, 'sorry': 1, 'good': 1}"
131,Karian,he/him/his,/,0.0,0.28205128205128205,0.2413793103448276,0.0,Chrome_Shelled_Regios,Volume1,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'face': 4, 'eye': 3, 'gaze': 3, 'sister': 3, 'smile': 2, 'help': 1, 'mouth': 1, 'strength': 1, 'classroom': 1, 'disapproval': 1, 'goal': 1, 'fee': 1, 'expression': 1, 'word': 1, 'reflection': 1, 'step': 1, 'think': 1, 'murmur': 1, 'win': 1, 'personality': 1, 'travel': 1, 'attitude': 1, 'concern': 1, 'question': 1, 'breath': 1, 'resolution': 1, 'mean': 1, 'hypothesis': 1}","{'confident': 1, 'full': 1, 'brother': 1, 'satisfied': 1}"
132,Naruki,she/her,0.125,0.4666666666666667,0.2692307692307692,0.0689655172413793,/,Chrome_Shelled_Regios,Volume1,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'hair': 2, 'eye': 2, 'harness': 2, 'back': 1, 'response': 1, 'companion': 1, 'bag': 1, 'explanation': 1, 'voice': 1, 'technique': 1, 'father': 1, 'confidence': 1, 'shadow': 1, 'shoulder': 1, 'tone': 1, 'personality': 1, 'hand': 1, 'juice': 1, 'snack': 1, 'gaze': 1, 'chin': 1, 'hesitation': 1, 'fist': 1, 'expression': 1, 'run': 1, 'breast': 1, 'face': 1, 'senpai': 1, 'friend': 1, 'head': 1, 'balance': 1, 'city': 1, 'hope': 1}","{'worried': 2, 'hungry': 1, 'nibble': 1, 'sure': 1, 'deep': 1, 'young': 1}"
133,Harley,he/him/his,-0.5,0.2615384615384615,0.5,0.0,0.3142857142857143,Chrome_Shelled_Regios,Volume1,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'face': 3, 'eye': 3, 'finger': 2, 'Kei': 2, 'classroom': 1, 'home': 1, 'lab': 1, 'class': 1, 'weapon': 1, 'word': 1, 'box': 1, 'setting': 1, 'ok': 1, 'movement': 1, 'bag': 1, 'surrounding': 1, 'instruction': 1, 'hand': 1, 'gear': 1}","{'stubborn': 2, 'scared': 2, 'sure': 1, 'determine': 1, 'interested': 1, 'fighter': 1}"
134,Mifi,she/her,0.18181818181818182,0.5333333333333333,0.2,0.0,-1.0,Chrome_Shelled_Regios,Volume1,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'hand': 2, 'voice': 2, 'worry': 1, 'mouth': 1, 'nickname': 1, 'name': 1, 'face': 1, 'eye': 1, 'packet': 1, 'bread': 1, 'cheek': 1, 'intelligence': 1, 'gaze': 1, 'eyebrow': 1, 'back': 1, 'appearance': 1, 'difference': 1, 'ability': 1, 'word': 1, 'head': 1}","{'sure': 2, 'old': 2, 'worried': 1, 'sister': 1, 'calm': 1}"
135,Grendan,he/him/his,/,0.8,-1.0,-0.5,1.0,Chrome_Shelled_Regios,Volume1,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'stomach': 2, 'form': 1, 'force': 1, 'parent': 1, 'chest': 1, 'gaze': 1, 'comrade': 1, 'way': 1, 'palm': 1}","{'thankful': 1, 'right': 1, 'afraid': 1, 'great': 1}"
136,Sharnid,she/her,0.3,0.1904761904761904,-0.16666666666666666,0.0,1.0,Chrome_Shelled_Regios,Volume1,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'team': 3, 'support': 2, 'position': 2, 'performance': 1, 'skill': 1, 'application': 1, 'time': 1, 'comment': 1, 'irritation': 1, 'reproach': 1, 'weapon': 1, 'range': 1, 'hair': 1, 'teammate': 1, 'shoot': 1, 'head': 1, 'bag': 1, 'tease': 1, 'shot': 1, 'smile': 1, 'Kei': 1, 'line': 1, 'voice': 1}","{'sniper': 1, 'student': 1, 'good': 1, 'suit': 1, 'reason': 1, 'relaxed': 1}"
137,Leerin,she/her,0.23655913978494625,0.2300884955752212,0.2833333333333333,0.047058823529411764,0.6666666666666666,Chrome_Shelled_Regios,Volume6,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'room': 9, 'hand': 3, 'luggage': 5, 'eye': 5, 'stomach': 4, 'head': 3, 'clothe': 3, 'mind': 3, 'body': 3, 'request': 1, 'way': 3, 'ear': 3, 'shoulder': 3, 'age': 2, 'friend': 2, 'underwear': 2, 'father': 2, 'time': 2, 'word': 2, 'face': 2, 'consciousness': 2, 'gaze': 2, 'breath': 2, 'palm': 2, 'lack': 2, 'sight': 2, 'imagination': 2, 'safety': 2, 'aim': 2, 'letter': 2, 'feeling': 2, 'condition': 2, 'stretch': 1, 'curiosity': 1, 'turn': 1, 'address': 1, 'identity': 1, 'bag': 1, 'city': 1, 'due': 1, 'tooth': 1, 'displeasure': 1, 'anger': 1, 'favor': 1, 'pillow': 1, 'deduction': 1, 'appetite': 1, 'amount': 1, 'plate': 1, 'tea': 1, 'cup': 1, 'finger': 1, 'sleep': 1, 'irritation': 1, 'wrist': 1, 'order': 1, 'life': 1, 'absence': 1, 'vision': 1, 'eardrum': 1, 'breathe': 1, 'lung': 1, 'reason': 1, 'tension': 1, 'position': 1, 'attack': 1, 'self': 1, 'guess': 1, 'standard': 1, 'shame': 1, 'situation': 1, 'spirit': 1, 'personality': 1, 'clone': 1, 'fate': 1, 'ignorance': 1, 'wish': 1, 'cheek': 1, 'chest': 1, 'mission': 1}","{'sure': 3, 'person': 2, 'wrong': 2, 'busy': 1, 'captain': 1, 'sibling': 1, 'angry': 1, 'outsider': 1, 'bore': 1, 'listless': 1, 'able': 1, 'about': 1, 'clear': 1, 'tense': 1, 'important': 1, 'surprised': 1, 'happy': 1, 'mad': 1, 'good': 1, 'people': 1, 'disappointed': 1, 'immature': 1, 'natural': 1, 'citizen': 1}"
138,Nina,she/her,0.45454545454545453,0.1847826086956521,0.38095238095238093,0.13138686131386862,0.2916666666666667,Chrome_Shelled_Regios,Volume6,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'head': 7, 'face': 6, 'gaze': 5, 'disappearance': 5, 'hand': 3, 'word': 4, 'eye': 4, 'city': 4, 'expression': 3, 'figure': 3, 'mouth': 2, 'voice': 2, 'lunch': 2, 'forehead': 2, 'wish': 2, 'room': 2, 'luggage': 2, 'will': 2, 'whip': 2, 'back': 2, 'strength': 2, 'hair': 2, 'dite': 2, 'feeling': 2, 'weakness': 1, 'body': 2, 'leg': 2, 'member': 1, 'presence': 1, 'personality': 1, 'ability': 1, 'problem': 1, 'seat': 1, 'friend': 1, 'attitude': 1, 'circumstance': 1, 'location': 1, 'mission': 1, 'gender': 1, 'intention': 1, 'platoon': 1, 'balance': 1, 'wrist': 1, 'lack': 1, 'froze': 1, 'way': 1, 'cheek': 1, 'tooth': 1, 'fury': 1, 'fly': 1, 'line': 1, 'whereabout': 1, 'reason': 1, 'influence': 1, 'existence': 1, 'decision': 1, 'dance': 1, 'waist': 1, 'flake': 1, 'action': 1, 'bet': 1, 'time': 1, 'power': 1, 'organ': 1, 'talk': 1, 'powerlessness': 1, 'grasp': 1, 'help': 1, 'comrade': 1, 'goal': 1, 'weapon': 1, 'experience': 1, 'sleeve': 1, 'pain': 1, 'vein': 1, 'system': 1, 'assault': 1, 'distance': 1, 'condition': 1, 'well': 1, 'movement': 1, 'potential': 1, 'heart': 1, 'eardrum': 1, 'Kei': 1, 'defeat': 1, 'fate': 1, 'consciousness': 1, 'fight': 1, 'suspicion': 1}","{'strong': 3, 'captain': 2, 'right': 2, 'same': 2, 'weak': 2, 'successor': 2, 'female': 1, 'shocked': 1, 'type': 1, 'uneasy': 1, 'sorry': 1, 'sure': 1, 'person': 1, 'stubborn': 1, 'student': 1, 'concerned': 1}"
139,Layfon,he/him/his,0.45714285714285713,0.2156862745098039,-0.04,0.4166666666666667,0.2702702702702703,Chrome_Shelled_Regios,Volume6,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'helmet': 5, 'head': 4, 'dite': 4, 'Kei': 3, 'body': 3, 'goal': 3, 'expression': 3, 'eye': 3, 'bike': 2, 'chest': 2, 'heart': 2, 'shoulder': 1, 'skill': 2, 'time': 2, 'strength': 2, 'voice': 2, 'well': 2, 'vision': 2, 'weakness': 2, 'action': 1, 'area': 2, 'concentration': 2, 'hand': 1, 'think': 1, 'mind': 1, 'responsibility': 1, 'level': 1, 'grip': 1, 'foot': 1, 'work': 1, 'back': 1, 'run': 1, 'position': 1, 'all': 1, 'reality': 1, 'instinct': 1, 'letter': 1, 'master': 1, 'reinforcement': 1, 'bedside': 1, 'speech': 1, 'face': 1, 'application': 1, 'life': 1, 'anger': 1, 'feeling': 1, 'attitude': 1, 'battle': 1, 'attention': 1, 'effort': 1, 'order': 1, 'reason': 1, 'demand': 1, 'hair': 1, 'harness': 1, 'gaze': 1, 'memory': 1, 'comrade': 1, 'deed': 1, 'situation': 1, 'reply': 1, 'experience': 1, 'way': 1, 'location': 1, 'belief': 1, 'urge': 1, 'purpose': 1, 'word': 1, 'calmness': 1, 'resoluteness': 1, 'lip': 1, 'thread': 1, 'flesh': 1}","{'afraid': 2, 'member': 1, 'speechless': 1, 'good': 1, 'sibling': 1, 'tired': 1, 'sure': 1, 'uneasy': 1, 'useless': 1, 'proof': 1, 'surprised': 1, 'doll': 1, 'familiar': 1, 'force': 1, 'willing': 1, 'same': 1, 'satisfied': 1}"
140,Karian,he/him/his,0.8333333333333334,0.4736842105263157,0.13333333333333333,/,0.1368421052631579,Chrome_Shelled_Regios,Volume6,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'head': 5, 'voice': 4, 'word': 4, 'hand': 3, 'time': 3, 'image': 2, 'prediction': 1, 'helmet': 2, 'side': 2, 'seat': 2, 'strength': 2, 'concentration': 2, 'principle': 1, 'pupil': 1, 'judgment': 1, 'request': 1, 'calculation': 1, 'back': 1, 'gaze': 1, 'interrogation': 1, 'weakness': 1, 'offer': 1, 'battle': 1, 'determination': 1, 'action': 1, 'face': 1, 'curiosity': 1, 'Layfon': 1, 'foot': 1, 'waist': 1, 'purpose': 1, 'name': 1, 'wish': 1, 'enemy': 1, 'attitude': 1, 'body': 1, 'attention': 1, 'speech': 1, 'love': 1, 'sister': 1, 'skill': 1, 'shoulder': 1, 'eye': 1, 'self': 1, 'condition': 1, 'punishment': 1}","{'asleep': 2, 'right': 2, 'strong': 1, 'pessimistic': 1, 'naive': 1, 'uncertain': 1, 'fearful': 1, 'ok': 1, 'person': 1}"
141,Savaris,he/him/his,0.16216216216216217,0.2727272727272727,/,0.37209302325581395,/,Chrome_Shelled_Regios,Volume6,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'hand': 5, 'gaze': 4, 'brother': 3, 'expression': 3, 'strength': 3, 'face': 3, 'foot': 3, 'destination': 2, 'dite': 2, 'word': 2, 'back': 2, 'family': 2, 'sleep': 1, 'location': 1, 'reasoning': 1, 'city': 1, 'identity': 1, 'responsibility': 1, 'sible': 1, 'attention': 1, 'think': 1, 'appetite': 1, 'shoulder': 1, 'line': 1, 'answer': 1, 'age': 1, 'chin': 1, 'palm': 1, 'self': 1, 'worry': 1, 'action': 1, 'tongue': 1, 'attitude': 1, 'personality': 1, 'head': 1, 'potential': 1, 'mood': 1, 'hold': 1, 'eye': 1, 'situation': 1, 'sword': 1, 'attacker': 1, 'smile': 1, 'guess': 1, 'purpose': 1}","{'brother': 1, 'about': 1, 'successor': 1, 'interested': 1, 'lax': 1, 'friend': 1, 'happy': 1, 'bore': 1, 'same': 1, 'glad': 1, 'typhoon': 1}"
142,Roy,he/him/his,0.07692307692307693,0.75,0.10256410256410256,0.14473684210526316,/,Chrome_Shelled_Regios,Volume6,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'face': 6, 'hand': 5, 'head': 5, 'expression': 3, 'body': 3, 'back': 3, 'voice': 2, 'gaze': 2, 'Kei': 2, 'question': 1, 'look': 1, 'announcement': 1, 'shoulder': 1, 'attitude': 1, 'fingertip': 1, 'strength': 1, 'countenance': 1, 'word': 1, 'dignity': 1, 'weakness': 1, 'dite': 1, 'attack': 1, 'figure': 1, 'tooth': 1, 'grandfather': 1, 'age': 1, 'family': 1, 'location': 1, 'terror': 1}","{'familiar': 1, 'busy': 1, 'tired': 1, 'part': 1, 'man': 1, 'angry': 1, 'weak': 1, 'type': 1, 'sure': 1, 'interested': 1}"
143,Felli,she/her,0.0,0.2727272727272727,0.1794871794871795,/,0.0,Chrome_Shelled_Regios,Volume6,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'face': 3, 'voice': 3, 'eye': 2, 'skin': 2, 'body': 2, 'post': 1, 'help': 1, 'fault': 1, 'responsibility': 1, 'anger': 1, 'frustration': 1, 'mistake': 1, 'head': 1, 'eyelash': 1, 'support': 1, 'overuse': 1, 'word': 1, 'gaze': 1, 'brother': 1, 'pair': 1, 'chance': 1, 'investigation': 1}","{'doll': 1, 'able': 1, 'lonely': 1}"
144,Zuellni,he/him/his,-0.8,0.0,0.0,-1.0,0.13043478260869565,Chrome_Shelled_Regios,Volume6,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'ear': 1, 'rampage': 1, 'madness': 1, 'action': 1, 'priority': 1, 'way': 1, 'shield': 1, 'department': 1, 'will': 1, 'direction': 1, 'movement': 1, 'life': 1, 'passage': 1}","{'special': 1, 'reason': 1, 'calm': 1}"
145,Vance,he/him/his,/,0.0,-0.3333333333333333,/,0.35294117647058826,Chrome_Shelled_Regios,Volume6,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","{'well': 1, 'fist': 1, 'face': 1, 'shoulder': 1, 'fight': 1}",{'prepare': 1}
