,name,gender,power1,power2,power3,power4,power5,series_name,volume_name,genre,poss,mod
425,Listy,she/her,-1.0,0.125,0.2692307692307692,-0.25,0.0,Hagure_Yuusha_no_Aesthetica,Volume4,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mature', 'Romance', 'Supernatural']",{'tear': 1},{'worthy': 1}
426,Chikage,she/her,0.0,0.0,0.0,0.0,0.0,Hagure_Yuusha_no_Aesthetica,Volume4,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mature', 'Romance', 'Supernatural']","{'head': 6, 'question': 4, 'body': 4, 'eye': 3, 'gaze': 2, 'reaction': 2, 'hand': 2, 'companion': 2, 'face': 2, 'scene': 1, 'clothing': 1, 'fear': 1, 'mutter': 1, 'cheek': 1, 'muttering': 1, 'human': 1, 'race': 1, 'ear': 1, 'action': 1, 'finger': 1, 'boob': 1, 'presense': 1, 'appearance': 1, 'arm': 1, 'teasing': 1, 'grasp': 1, 'joke': 1, 'king': 1, 'father': 1, 'trust': 1, 'fate': 1, 'knife': 1, 'suspicion': 1, 'limit': 1, 'word': 1, 'vision': 1, 'tongue': 1, 'rebuttal': 1, 'shop': 1, 'palm': 1, 'line': 1, 'feeling': 1, 'stamina': 1, 'movement': 1, 'figure': 1, 'surprise': 1, 'country': 1, 'idea': 1, 'hammer': 1, 'bow': 1, 'voice': 1, 'resident': 1, 'history': 1}","{'surprised': 2, 'different': 1, 'wary': 1, 'hesitant': 1, 'full': 1, 'red': 1, 'alright': 1, '… …': 1, 'confident': 1, 'optimistic': 1, 'people': 1}"
427,Akatsuki,he/him/his,0.2352941176470588,0.15267175572519084,0.20408163265306126,0.20270270270270271,0.25806451612903225,Hagure_Yuusha_no_Aesthetica,Volume8,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mature', 'Romance', 'Supernatural']","{'eye': 16, 'body': 1, 'face': 12, 'word': 10, 'hand': 9, 'arm': 5, 'mind': 8, 'tongue': 5, 'side': 4, 'chest': 4, 'lip': 1, 'mouth': 4, 'fist': 4, 'Ki': 3, 'saliva': 3, 'waist': 3, 'plan': 3, 'style': 3, 'leg': 1, 'foot': 3, 'elbow': 3, 'brother': 3, 'aesthetic': 1, 'thought': 2, 'neck': 2, 'name': 2, 'way': 2, 'tone': 2, 'friend': 2, 'ad': 2, 'attack': 1, 'speed': 2, 'ability': 2, 'heel': 2, 'goal': 2, 'expression': 2, 'gaze': 2, 'father': 2, 'world': 2, 'family': 2, 'intention': 1, 'torso': 1, 'kiss': 1, 'assault': 1, 'clutch': 1, 'matter': 1, 'responsibility': 1, 'thigh': 1, 'finger': 1, 'palm': 1, 'direction': 1, 'room': 1, 'towel': 1, 'creed': 1, 'instruction': 1, 'phone': 1, 'pocket': 1, 'Listy': 1, 'back': 1, 'involvement': 1, 'action': 1, 'surprise': 1, 'speculation': 1, 'Sleipnir': 1, 'uniform': 1, 'knee': 1, 'sword': 1, 'punch': 1, 'kicks': 1, 'fight': 1, 'one': 1, 'velocity': 1, 'enemy': 1, 'movement': 1, 'good': 1, 'posture': 1, 'head': 1, 'kick': 1, 'turn': 1, 'identity': 1, 'position': 1, 'wrist': 1, 'breath': 1, 'slash': 1, 'calmness': 1, 'vision': 1, 'presence': 1, 'brain': 1, 'state': 1, 'confrontation': 1, 'warmth': 1, 'heat': 1, 'expectation': 1, 'subconsciousness': 1, 'feeling': 1, 'purpose': 1, 'war': 1, 'figure': 1, 'embrace': 1, 'blood': 1, 'Miu': 1, 'question': 1, 'sister': 1, 'reaction': 1, 'heart': 1, 'existence': 1, 'view': 1, 'anger': 1, 'leave': 1, 'right': 1, 'battlefield': 1, 'chikage': 1, 'Kuzuha': 1, 'shoulder': 1, 'voice': 1}","{'able': 9, 'sorry': 1, 'bad': 1, 'adamant': 1, 'impossible': 1, 'unfamiliar': 1, 'compose': 1, 'about': 1, 'ally': 1, 'foe': 1, 'loud': 1, 'clever': 1, 'simultaneous': 1, 'sense': 1, 'hesitation': 1, 'perplexion': 1, 'safe': 1, 'sound': 1, 'step': 1, 'one': 1, 'concerned': 1, 'alive': 1, 'asleep': 1, 'more': 1, 'aware': 1, 'return': 1}"
428,Miu,she/her,-0.15789473684210525,0.0,-0.037037037037037035,0.049079754601226995,-0.17647058823529413,Hagure_Yuusha_no_Aesthetica,Volume8,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mature', 'Romance', 'Supernatural']","{'body': 17, 'mind': 14, 'eye': 7, 'mouth': 4, 'thought': 4, 'arm': 1, 'face': 3, 'father': 3, 'emotion': 3, 'wand': 3, 'heart': 3, 'own': 3, 'waist': 3, 'existence': 2, 'feeling': 2, 'reaction': 2, 'intention': 1, 'think': 2, 'place': 2, 'word': 2, 'foot': 2, 'hand': 2, 'head': 2, 'confession': 2, 'attack': 2, 'voice': 2, 'life': 2, 'fist': 2, 'Akatsuki': 2, 'consciousness': 2, 'butt': 2, 'spirit': 2, 'ego': 2, 'fault': 1, 'tear': 1, 'abduction': 1, 'safety': 1, 'do': 1, 'bang': 1, 'brother': 1, 'question': 1, 'trust': 1, 'shoulder': 1, 'LIAAARRRRRRRRRRR': 1, 'ad': 1, 'blade': 1, 'tone': 1, 'sword': 1, 'smile': 1, 'friendship': 1, 'presence': 1, 'magic': 1, 'vision': 1, 'weapon': 1, 'power': 1, 'descent': 1, 'lip': 1, 'comment': 1, 'may': 1, 'bite': 1, 'circumstance': 1, 'survive': 1, 'kiss': 1, 'future': 1, 'hair': 1, 'attention': 1, 'action': 1, 'memory': 1, 'chin': 1, 'tooth': 1, 'chest': 1, 'self(ego': 1, 'leg': 1, 'breast': 1, 'jaw': 1, 'throat': 1, 'esophagus': 1, 'check': 1, 'warmth': 1, 'form': 1, 'point': 1, 'soul': 1}","{'able': 7, 'existence': 2, 'aware': 2, 'be': 1, 'asleep': 1, 'capture': 1, 'unwilling': 1, 'form': 1, 'priority': 1, 'deaf': 1, 'polite': 1, 'surprised': 1, 'proof': 1, 'willing': 1, 'woman': 1, 'conscious': 1, 'lifeform': 1, 'anxious': 1, 'thought': 1}"
429,Onizuka,he/him/his,-0.025,0.0,0.12903225806451613,0.3064516129032258,0.06481481481481481,Hagure_Yuusha_no_Aesthetica,Volume8,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mature', 'Romance', 'Supernatural']","{'body': 17, 'mind': 5, 'hand': 3, 'eye': 5, 'voice': 4, 'neck': 4, 'arm': 1, 'own': 3, 'tooth': 3, 'opponent': 3, 'face': 3, 'tongue': 2, 'name': 2, 'power': 2, 'heart': 2, 'weakness': 2, 'fist': 2, 'grip': 2, 'knee': 2, 'self': 2, 'head': 2, 'home': 1, 'classmate': 1, 'foot': 1, 'question': 1, 'irritation': 1, 'way': 1, 'breath': 1, 'line': 1, 'past': 1, 'chakram': 1, 'ad': 1, 'mirage': 1, 'thought': 1, 'spirit': 1, 'trap': 1, 'figure': 1, 'lifetime': 1, 'path': 1, 'vision': 1, 'leg': 1, 'purpose': 1, 'will': 1, 'attack': 1, 'concentration': 1, 'flame': 1, 'hack': 1, 'waist': 1, 'win': 1, 'sword': 1, 'elbow': 1, 'chest': 1, 'chance': 1, 'right': 1, 'defeat': 1, 'move': 1, 'instinct': 1, 'expectation': 1, 'mouth': 1, 'torso': 1, 'battle': 1, 'butt': 1, 'back': 1, 'ankles': 1, 'tactic': 1, 'anxious': 1, 'shoulder': 1, 'side': 1, 'level': 1, 'ear': 1, 'skin': 1, 'cry': 1, 'idea': 1, 'mission': 1, 'gaze': 1, 'consciousness': 1, 'weapon': 1, 'bone': 1, 'room': 1, 'absence': 1, 'window': 1, 'overreaction': 1}","{'able': 5, 'aware': 3, 'dead': 2, 'unable': 1, 'enemy': 1, 'speechless': 1, 'move': 1, 'sorry': 1, 'ball': 1, 'example': 1, 'alive': 1, 'person': 1, 'match': 1}"
430,Haruka,she/her,0.14754098360655735,0.4545454545454545,0.0,/,-1.0,Hagure_Yuusha_no_Aesthetica,Volume8,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mature', 'Romance', 'Supernatural']","{'body': 25, 'mind': 9, 'tear': 1, 'self': 6, 'heart': 5, 'chest': 5, 'face': 5, 'eye': 4, 'waist': 4, 'clothe': 4, 'ear': 2, 'hand': 3, 'kiss': 3, 'leg': 3, 'butt': 3, 'head': 2, 'mouth': 2, 'breast': 1, 'skirt': 2, 'cry': 1, 'friend': 2, 'responsibility': 1, 'lip': 1, 'feeling': 1, 'nose': 1, 'tongue': 1, 'mole': 1, 'intoxication': 1, 'uniform': 1, 'collarbone': 1, 'bra': 1, 'abdomen': 1, 'undergarment': 1, 'emotion': 1, 'timing': 1, 'guilt': 1, 'fault': 1, 'suffering': 1, 'turn': 1, 'expression': 1, 'skin': 1, 'underwear': 1, 'shoulder': 1, 'check': 1, 'half': 1, 'balance': 1, 'back': 1, 'indecision': 1, 'affection': 1, 'selfishness': 1, 'fear': 1, 'sorrow': 1, 'finger': 1, 'line': 1, 'gaze': 1, 'brain': 1, 'reason': 1, 'breath': 1, 'conqueror': 1, 'side': 1, 'hips': 1, 'pantie': 1, 'piece': 1, 'own': 1, 'shame': 1, 'modesty': 1, 'visibility': 1, 'thought': 1, 'consciousness': 1, 'way': 1, 'freedom': 1, 'fist': 1, 'promise': 1, 'limitation': 1, 'accord': 1, 'enemy': 1, 'sense': 1, 'ethic': 1, 'strength': 1}","{'able': 6, 'unable': 2, 'transfer': 1, 'willing': 1, 'sure': 1, 'surprised': 1, 'naked': 1, 'unaware': 1, 'reason': 1, 'embarrassed': 1, 'blind': 1, 'clear': 1, 'okay': 1, 'pathetic': 1}"
431,Kaidou,he/him/his,0.0,0.0,0.0,0.0,0.0,Hagure_Yuusha_no_Aesthetica,Volume8,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mature', 'Romance', 'Supernatural']",{},{'able': 1}
432,Akatsuki,he/him/his,-0.3333333333333333,0.16216216216216217,-0.125,0.2,/,Hagure_Yuusha_no_Aesthetica,Volume9,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mature', 'Romance', 'Supernatural']","{'sword': 8, 'strength': 7, 'way': 3, 'body': 3, 'arm': 2, 'energy': 3, 'eye': 3, 'voice': 2, 'fist': 1, 'leg': 1, 'skill': 1, 'flexibility': 1, 'footwork': 1, 'word': 1, 'nod': 1, 'hold': 1, 'action': 1, 'personality': 1, 'gamble': 1, 'signal': 1, 'head': 1, 'shoulder': 1, 'friendliness': 1, 'view': 1, 'safety': 1, 'own': 1, 'forehead': 1, 'back': 1, 'expectation': 1, 'circumference': 1, 'side': 1, 'time': 1, 'sister': 1, 'ki': 1, 'hand': 1, 'growth': 1, 'brow': 1}","{'alright': 2, 'familiar': 1, 'unthinkable': 1, 'unable': 1, 'embodiment': 1, 'safe': 1, 'person': 1, 'kind': 1, 'capable': 1, 'bad': 1}"
433,Kyouya,he/him/his,0.12244897959183673,0.2857142857142857,-0.14285714285714285,0.3157894736842105,-0.3157894736842105,Hagure_Yuusha_no_Aesthetica,Volume9,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mature', 'Romance', 'Supernatural']","{'ability': 7, 'body': 4, 'face': 2, 'head': 2, 'magic': 2, 'attack': 2, 'name': 2, 'do': 2, 'goal': 2, 'plan': 2, 'reaction': 1, 'correspondence': 1, 'guard': 1, 'chest': 1, 'laugh': 1, 'right': 1, 'brain': 1, 'intention': 1, 'power': 1, 'surname': 1, 'breath': 1, 'sneer': 1, 'will': 1, 'arm': 1, 'mistake': 1, 'ideal': 1, 'world': 1, 'state': 1, 'sake': 1, 'instruction': 1, 'accomplice': 1, 'comrade': 1, 'figure': 1, 'stance': 1, 'sleeve': 1, 'hand': 1, 'barrier': 1, 'fire': 1, 'rebellion': 1, 'side': 1, 'ancestor': 1}","{'member': 3, 'able': 2, 'type': 1, 'good': 1, 'proficient': 1, 'resident': 1, 'comrade': 1, 'about': 1, 'president': 1, 'dead': 1, 'use': 1, 'torrent': 1, 'alive': 1, 'aware': 1}"
434,Tiana,she/her,0.27586206896551724,/,0.28888888888888886,0.05128205128205128,/,Hagure_Yuusha_no_Aesthetica,Volume9,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mature', 'Romance', 'Supernatural']","{'fist': 5, 'body': 5, 'attack': 1, 'mind': 3, 'skill': 3, 'hand': 2, 'aim': 2, 'face': 2, 'eye': 2, 'weapon': 2, 'action': 1, 'punch': 1, 'power': 1, 'relationship': 1, 'feeling': 1, 'chest': 1, 'barrage': 1, 'offensive': 1, 'perception': 1, 'speed': 1, 'mark': 1, 'kick': 1, 'foot': 1, 'arm': 1, 'defense': 1, 'head': 1, 'posture': 1, 'confusion': 1, 'clothe': 1, 'palm': 1, 'range': 1, 'shoulder': 1, 'sight': 1, 'advise': 1, 'identity': 1, 'part': 1, 'gaze': 1, 'fight': 1, 'life': 1, 'side': 1, 'ear': 1, 'blow': 1, 'leader': 1, 'attraction': 1, 'memories': 1, 'insight': 1, 'barrier': 1, 'stomach': 1, 'ribs': 1, 'organs': 1, 'condition': 1}","{'kind': 2, 'direct': 1, 'slow': 1, 'terrorist': 1, 'sure': 1, 'different': 1}"
435,Haruka,she/her,0.19230769230769232,0.3181818181818182,/,-0.2,0.12,Hagure_Yuusha_no_Aesthetica,Volume9,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mature', 'Romance', 'Supernatural']","{'vision': 1, 'character': 1, 'life': 1}",{}
436,Listy,she/her,0.0,0.0,0.0,0.0,0,Hagure_Yuusha_no_Aesthetica,Volume9,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mature', 'Romance', 'Supernatural']","{'barrier': 1, 'surprise': 1, 'thought': 1, 'expression': 1, 'heart': 1, 'word': 1, 'ad': 1, 'staff': 1, 'voice': 1, 'lip': 1, 'side': 1}","{'unable': 1, 'about': 1, 'weak': 1}"
437,Rika,she/her,0.0,0.39285714285714285,0.3,0.0875,-0.013513513513513514,Hanbun_no_Tsuki_ga_Noboru_Sora,Volume1,"['Drama', 'Romance']","{'father': 17, 'hand': 2, 'body': 8, 'head': 8, 'hair': 7, 'eye': 7, 'face': 5, 'voice': 5, 'smile': 5, 'mouth': 5, 'bed': 4, 'pajama': 4, 'order': 1, 'cheek': 3, 'life': 3, 'skin': 2, 'personality': 2, 'will': 2, 'ward': 2, 'shoulder': 2, 'waist': 2, 'expression': 2, 'dinner': 2, 'age': 2, 'stay': 2, 'company': 2, 'heart': 2, 'neck': 2, 'part': 2, 'leg': 2, 'kneecap': 2, 'room': 1, 'organs': 1, 'appearance': 1, 'eyebrow': 1, 'anger': 1, 'gaze': 1, 'back': 1, 'fault': 1, 'touch': 1, 'foot': 1, 'blade': 1, 'leave': 1, 'rage': 1, 'tone': 1, 'thing': 1, 'throat': 1, 'sound': 1, 'attitude': 1, 'destiny': 1, 'luck': 1, 'fingernail': 1, 'tissue': 1, 'unruliness': 1, 'dissatisfactory': 1, 'mood': 1, 'noisy': 1, 'scowl': 1, 'friend': 1, 'finger': 1, 'breath': 1, 'warmth': 1, 'lip': 1, 'helmet': 1, 'condition': 1, 'knee': 1, 'wound': 1, 'blood': 1, 'jacket': 1, 'arm': 1, 'moan': 1, 'cut': 1, 'memory': 1, 'stare': 1, 'willpower': 1, 'gratitude': 1, 'tear': 1, 'strand': 1}","{'girl': 3, 'unruly': 2, 'about': 2, 'fine': 2, 'prepared': 2, 'capricious': 1, 'queen': 1, 'old': 1, 'thin': 1, 'n’t': 1, 'right': 1, 'noisy': 1, 'elated': 1, 'adorable': 1, 'hundred': 1, 'thousand': 1, 'angry': 1, 'wary': 1, 'small': 1, 'staggering': 1, 'heavy': 1, 'impotent': 1}"
438,Akiko,she/her,0.27419354838709675,0.2375,/,0.375,0.6666666666666666,Hanbun_no_Tsuki_ga_Noboru_Sora,Volume1,"['Drama', 'Romance']","{'eye': 7, 'voice': 3, 'face': 3, 'body': 2, 'cigarette': 2, 'lip': 2, 'slipper': 1, 'leg': 1, 'arm': 1, 'bag': 1, 'cheek': 1, 'nature': 1, 'anger': 1, 'woman': 1, 'promise': 1, 'attitude': 1, 'scream': 1, 'butt': 1, 'heart': 1, 'pressure': 1, 'surveillance': 1, 'fault': 1, 'sickness': 1, 'feeling': 1, 'smile': 1, 'weakness': 1, 'speed': 1, 'uniform': 1, 'mouth': 1, 'power': 1, 'style': 1, 'cat': 1, 'house': 1, 'hand': 1, 'company': 1, 'breast': 1, 'plan': 1, 'word': 1, 'footstep': 1, 'foot': 1, 'pursuit': 1, 'scariness': 1, 'time': 1}","{'nurse': 2, 'care': 1, 'bad': 1, 'kind': 1, 'able': 1, 'naked': 1, 'da----': 1, 'scared': 1, 'cat': 1}"
439,Tsukasa,he/him/his,1.0,/,0.021739130434782608,0.2857142857142857,0.0,Hanbun_no_Tsuki_ga_Noboru_Sora,Volume1,"['Drama', 'Romance']","{'hand': 2, 'head': 3, 'word': 3, 'room': 2, 'foot': 2, 'body': 2, 'arm': 2, 'kittens': 1, 'chest': 1, 'clothe': 1, 'classmate': 1, 'mum': 1, 'mind': 1, 'face': 1, 'back': 1, 'stomach': 1, 'way': 1, 'class': 1, 'cousin': 1, 'thigh': 1, 'knee': 1, 'moan': 1, 'preparation': 1}","{'sorry': 2, 'school': 1, 'bit': 1, 'okay': 1, 'friend': 1, 'classmate': 1, 'hungry': 1, 'straightforward': 1, 'simple': 1, 'fine': 1}"
440,Tada,he/him/his,0.1,/,0.16666666666666666,0.17647058823529413,0.1,Hanbun_no_Tsuki_ga_Noboru_Sora,Volume1,"['Drama', 'Romance']","{'ward': 4, 'word': 3, 'collection': 2, 'love': 2, 'butt': 1, 'hand': 1, 'bed': 1, 'height': 1, 'head': 1, 'time': 1, 'mouth': 1, 'little': 1, 'setting': 1, 'tone': 1, 'argument': 1, 'illness': 1, '-PRON-': 1, 'sense': 1, 'inheritance': 1, 'mind': 1, 'heart': 1, 'place': 1, 'face': 1, 'eighty': 1}","{'grandpa': 1, 'girl': 1, 'sick': 1, 'short': 1, 'guy': 1, 'one': 1, 'idiot': 1, 'tortoise': 1, 'teenager': 1, 'liar': 1}"
441,Yuuichi,he/him/his,0.0,0.0,0.0,0.0,0.0,Hanbun_no_Tsuki_ga_Noboru_Sora,Volume1,"['Drama', 'Romance']","{'chest': 2, 'father': 2, 'friend': 1, 'ward': 1, 'apple': 1, 'sternum': 1, 'hand': 1, 'face': 1, 'cheek': 1}",{}
442,Rika,she/her,0.39285714285714285,0.05555555555555555,/,0.38461538461538464,0,Hanbun_no_Tsuki_ga_Noboru_Sora,Volume2,"['Drama', 'Romance']",{'temper': 1},{'mad': 2}
443,Akiko,she/her,0.1,-0.034482758620689655,/,0.06666666666666667,/,Hanbun_no_Tsuki_ga_Noboru_Sora,Volume2,"['Drama', 'Romance']","{'stomach': 2, 'eye': 2, 'feeling': 2, 'voice': 1, 'brow': 1, 'abdomen': 1, 'age': 1, 'life': 1, 'side': 1, 'sound': 1, 'heart': 1, 'head': 1, 'good': 1, 'hand': 1, 'lip': 1, 'toe': 1, 'kneels': 1, 'weight': 1, 'interest': 1, 'watch': 1, 'pardon': 1, 'thought': 1, 'shadow': 1, 'plan': 1}","{'right': 1, 'girl': 1, 'clear': 1, 'happy': 1, 'relieve': 1, 'horrible': 1, 'angel': 1}"
444,Tsukasa,he/him/his,/,/,0.16666666666666666,/,/,Hanbun_no_Tsuki_ga_Noboru_Sora,Volume2,"['Drama', 'Romance']","{'hand': 2, 'foot': 1, 'hobby': 1, 'issue': 1, 'smile': 1, 'bag': 1, 'face': 1}","{'skilled': 1, 'student': 1, 'age': 1, 'able': 1, 'popular': 1, 'bad': 1}"
445,Natsume,he/him/his,/,0.20689655172413793,/,0.6,0.5,Hanbun_no_Tsuki_ga_Noboru_Sora,Volume2,"['Drama', 'Romance']",{},{'unconscious': 1}
446,Yamanishi,he/him/his,0.0,0.0,0,0.0,0,Hanbun_no_Tsuki_ga_Noboru_Sora,Volume2,"['Drama', 'Romance']","{'face': 1, 'fame': 1, 'fault': 1, 'shoulder': 1, 'wrist': 1, 'voice': 1, 'expectation': 1}","{'cruel': 2, 'strong': 1, 'noisy': 1, 'pre': 1, '-': 1, 'schooler': 1, 'excited': 1}"
447,Sayako,she/her,/,/,0.3076923076923077,0,0.2222222222222222,Hanbun_no_Tsuki_ga_Noboru_Sora,Volume4,"['Drama', 'Romance']","{'face': 2, 'hand': 2, 'word': 1, 'skill': 1, 'number': 1, 'cheek': 1}","{'different': 1, 'able': 1}"
448,Miss Akiko,she/her,0.5333333333333333,/,/,/,/,Hanbun_no_Tsuki_ga_Noboru_Sora,Volume4,"['Drama', 'Romance']","{'step': 1, 'shoulder': 1, 'word': 1, 'act': 1, 'smile': 1, 'mouth': 1, 'lip': 1, 'eye': 1, 'room': 1}","{'angry': 1, 'idiot': 1}"
449,Mori,he/him/his,/,/,0.2222222222222222,0.35294117647058826,/,Hanbun_no_Tsuki_ga_Noboru_Sora,Volume4,"['Drama', 'Romance']","{'problem': 1, 'hand': 1, 'reluctance': 1, 'shoulder': 1, 'performance': 1, 'face': 1, 'taste': 1}",{}
450,Sayoko,she/her,/,0.3333333333333333,-0.2857142857142857,/,/,Hanbun_no_Tsuki_ga_Noboru_Sora,Volume4,"['Drama', 'Romance']","{'thought': 1, 'hand': 1, 'fingernail': 1, 'height': 1, 'face': 1, 'appearance': 1, 'age': 1}",{}
451,Gorou,he/him/his,0,0,0.0,0,0.0,Hanbun_no_Tsuki_ga_Noboru_Sora,Volume4,"['Drama', 'Romance']",{'eye': 1},{'harsh': 1}
452,Hikaru,he/him/his,0.0,0.14285714285714285,0.1076923076923077,/,0.19617224880382775,Hikaru_ga_Chikyuu_ni_Itakoro......,Volume1,"['Drama', 'Harem', 'Romance', 'Slice of Life', 'Supernatural']",{'way': 1},{'young': 1}
453,Koremitsu,she/her,0.11940298507462686,0.15789473684210525,/,0.16967509025270758,/,Hikaru_ga_Chikyuu_ni_Itakoro......,Volume1,"['Drama', 'Harem', 'Romance', 'Slice of Life', 'Supernatural']","{'face': 20, 'heart': 20, 'eye': 15, 'ear': 10, 'body': 8, 'hair': 7, 'hand': 4, 'mind': 6, 'head': 6, 'lip': 5, 'expression': 5, 'chest': 5, 'birthday': 4, 'Highness': 4, 'name': 3, 'arm': 2, 'throat': 3, 'seat': 3, 'voice': 3, 'word': 3, 'phone': 3, 'bag': 3, 'skirt': 3, 'leg': 3, 'knee': 3, 'gaze': 3, 'neck': 3, 'aoi': 3, 'school': 2, 'vision': 2, 'frustration': 2, 'textbook': 2, 'forehead': 2, 'question': 2, 'tone': 2, 'grandmother': 2, 'presence': 2, 'attention': 2, 'affection': 2, 'lunch': 2, 'appearance': 2, 'shoulder': 2, 'toe': 2, 'emotion': 2, 'eyebrow': 2, 'fragility': 2, 'help': 2, 'mouth': 2, 'sob': 2, 'attire': 1, 'twenty': 1, 'mesmerized': 1, 'angry': 1, 'aunt': 1, 'class': 1, 'back': 1, 'size': 1, 'bathroom': 1, 'reply': 1, 'grandfather': 1, 'intention': 1, 'home': 1, 'Koharu': 1, 'pain': 1, 'time': 1, 'greeting': 1, 'leave': 1, 'desk': 1, 'responsibility': 1, 'piece': 1, 'business': 1, 'glance': 1, 'limbs': 1, 'love': 1, 'disgust': 1, 'opposition': 1, 'clothing': 1, 'stand': 1, 'breathe': 1, 'glossy': 1, 'finger': 1, 'outburst': 1, 'promise': 1, 'day': 1, 'nose': 1, 'abdomen': 1, 'heel': 1, 'hits': 1, 'access': 1, 'thighs': 1, 'thing': 1, 'scowl': 1, 'composure': 1, 'tongue': 1, 'will': 1, 'penmanship': 1, 'notebook': 1, 'complaint': 1, 'cellphone': 1, 'adulation': 1, 'way': 1, 'stomach': 1, 'brush': 1, 'breath': 1, 'figure': 1, 'prayer': 1, 'skin': 1, 'retribution': 1, 'bed': 1, 'willingness': 1, 'uniform': 1, 'silence': 1, 'mother': 1, 'cousin': 1, 'playmate': 1, 'approval': 1, 'awoke': 1, 'be': 1, 'smile': 1, 'anger': 1, 'bewilderment': 1, 'collar': 1, 'cheek': 1, 'answer': 1, 'sentence': 1, 'situation': 1, 'distance': 1, 'countenance': 1, 'fury': 1, 'intensity': 1, 'guilt': 1, 'feeling': 1, 'spirit': 1, 'date': 1, 'bitterness': 1, 'house': 1, 'fault': 1, 'foot': 1, 'tennis': 1, 'treat': 1, 'image': 1, 'drink': 1, 'embrace': 1}","{'about': 3, 'speechless': 3, 'able': 2, 'embarrassed': 2, 'unable': 2, 'alright': 2, 'sister': 1, 'smile': 1, 'rapt': 1, 'socialite': 1, 'person': 1, 'nervous': 1, 'familiar': 1, 'present': 1, 'drip': 1, 'excited': 1, 'violent': 1, 'type': 1, 'nice': 1, 'picky': 1, 'furious': 1, 'unsure': 1, 'girl': 1, 'anxious': 1, 'infuriate': 1, 'woman': 1, 'lie': 1, 'serious': 1, 'worried': 1, 'president': 1, 'close': 1, 'important': 1, 'man': 1, 'unlucky': 1, 'shocked': 1, 'reckless': 1, 'certain': 1, 'happy': 1, 'opposite': 1, 'one': 1}"
454,Aoi,she/her,1.0,0.1,0.15555555555555556,0.09565217391304348,0.04897959183673469,Hikaru_ga_Chikyuu_ni_Itakoro......,Volume1,"['Drama', 'Harem', 'Romance', 'Slice of Life', 'Supernatural']","{'aoi': 2, 'heart': 1, 'letter': 1, 'locker': 1, 'shoulder': 1, 'body': 1, 'sincerity': 1, 'leave': 1, 'Highness': 1, 'move': 1, 'classroom': 1, 'attention': 1, 'face': 1, 'fault': 1, 'response': 1, 'mind': 1, 'birthday': 1}","{'upset': 1, 'steadfast': 1}"
455,Honoka,she/her,/,0.2272727272727273,0.09278350515463918,-0.2727272727272727,0.3125,Hikaru_ga_Chikyuu_ni_Itakoro......,Volume1,"['Drama', 'Harem', 'Romance', 'Slice of Life', 'Supernatural']","{'heart': 6, 'face': 5, 'hair': 4, 'cellphone': 4, 'stomach': 4, 'eye': 4, 'phone': 3, 'hand': 1, 'expression': 2, 'head': 2, 'blog': 2, 'friend': 2, 'personality': 2, 'ear': 1, 'name': 1, 'inch': 1, 'cleavage': 1, 'knee': 1, 'fist': 1, 'breast': 1, 'room': 1, 'chest': 1, 'skin': 1, 'pocket': 1, 'vision': 1, 'throat': 1, 'pulse': 1, 'mind': 1, 'classroom': 1, 'secret': 1, 'arrival': 1, 'tolerance': 1, 'skill': 1, 'heliotrope': 1, 'fragrance': 1, 'pore': 1, 'temple': 1, 'palm': 1, 'weakness': 1, 'counseling': 1, 'Highness': 1, 'guidance': 1, 'instruction': 1, 'thought': 1, 'aoi': 1, 'mouth': 1, 'thing': 1, 'Honoka': 1, 'year': 1, 'seat': 1, 'tighten': 1, 'back': 1, 'birthday': 1, 'eyebrow': 1, 'tear': 1, 'accomplice': 1, 'response': 1, 'word': 1, 'vacillation': 1, 'innocence': 1, 'attention': 1, 'enemy': 1, 'lip': 1, 'request': 1, 'FEELINGS': 1, 'CLEARLY': 1, 'WORDS': 1, 'BELOVED': 1}","{'cute': 2, 'worried': 2, 'able': 1, 'adept': 1, 'anxious': 1, 'fond': 1, 'reluctant': 1, 'picky': 1, 'bitter': 1, 'angry': 1}"
